build_id,class,weapon,archetype,primary_family,metric,median,upper_quartile_proxy,maximum,upper_quartile_minus_median,maximum_minus_upper_quartile,upper_quartile_vs_median_pct,maximum_vs_upper_quartile_pct
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,ehp_no_agi,17333.3482,17602.6535,17870.619,269.3053,267.9655,1.5537,1.5223
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,hpr,-147,-112.88,-82.2,34.12,30.68,-23.2109,-27.1793
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,ls,568,746,923,178,177,31.338,23.7265
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,total_mr,49,57,66,8,9,16.3265,15.7895
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,ms,25,32,40,7,8,28,25
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,main_attack_dps,3402.3037,4000.1403,4608.3004,597.8366,608.1601,17.5715,15.2035
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,spell_display_avg_max,26317.0698,30459.759,34610.118,4142.6892,4150.359,15.7415,13.6257
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,ehp,16369.0693,16369.0693,16369.0693,0,0,0,0
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,ehp_no_agi,11235,11235,11235,0,0,0,0
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,hpr,-109.2,-90.09,-72.96,19.11,17.13,-17.5,-19.0143
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,ls,70,134,197,64,63,91.4286,47.0149
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,total_mr,25,25,25,0,0,0,0
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,ms,0,0,0,0,0,,
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,main_attack_dps,15110.2044,17538.8106,19967.4167,2428.6062,2428.6061,16.0726,13.847
ubg-alkatraz-alkatraz-fallen-melee-non-crafted-1,warrior,Alkatraz,Fallen,family_cancelstack,spell_display_avg_max,18965.6035,20745.3886,22606.0869,1779.7851,1860.6983,9.3843,8.9692
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,ehp,58121.7663,58121.7663,58121.7663,0,0,0,0
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,ehp_no_agi,58121.7663,58121.7663,58121.7663,0,0,0,0
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,hpr,0,0,0,0,0,,
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,ls,1320,1733,2145,413,412,31.2879,23.7738
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,total_mr,9,11,13,2,2,22.2222,18.1818
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,ms,10,13,16,3,3,30,23.0769
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,main_attack_dps,22262.8222,27382.202,32574.9,5119.3798,5192.698,22.9952,18.9638
ubg-apocalypse-apocalypse-fallen-heavy-melee-standard-1,warrior,Apocalypse,Fallen,family_heavy_melee,spell_display_avg_max,44541.2208,48698.948,53267.413,4157.7272,4568.465,9.3346,9.381
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,ehp,19678.73,20228.269,20777.8081,549.539,549.5391,2.7926,2.7167
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,ehp_no_agi,11878.4874,12210.2004,12541.9135,331.713,331.7131,2.7926,2.7167
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,hpr,1415.88,2017.5,2697.3,601.62,679.8,42.4909,33.6952
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,ls,0,0,0,0,0,,
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,total_mr,35,40,45,5,5,14.2857,12.5
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,ms,-8,-7,-6,1,1,-12.5,-14.2857
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,main_attack_dps,949.4602,1091.1237,1226.2092,141.6635,135.0855,14.9204,12.3804
ubg-ascendancy-ascendancy-paladin-big-mac-non-crafted-1,warrior,Ascendancy,Paladin,family_cancelstack,spell_display_avg_max,8759.184,10395.6439,11979.6839,1636.4599,1584.04,18.6828,15.2375
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,ehp,6310,6910,7510,600,600,9.5087,8.6831
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,ehp_no_agi,6310,6910,7510,600,600,9.5087,8.6831
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,hpr,0,0,0,0,0,,
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,ls,493,646,800,153,154,31.0345,23.839
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,total_mr,-111,-90,-70,21,20,-18.9189,-22.2222
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,ms,8,12,16,4,4,50,33.3333
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,main_attack_dps,3905.924,4065.1139,4212.9438,159.1899,147.8299,4.0756,3.6366
ubg-bloodbath-bloodbath-fallen-upperbash-non-crafted-1,warrior,Bloodbath,Fallen,family_spell_sustained,spell_display_avg_max,47826.8064,52605.7543,57372.2793,4778.9479,4766.525,9.9922,9.0608
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,ehp,35765.2315,35765.2315,35765.2315,0,0,0,0
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,ehp_no_agi,25099.3531,25099.3531,25099.3531,0,0,0,0
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,hpr,271,430,592,159,162,58.6716,37.6744
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,ls,168,221,273,53,52,31.5476,23.5294
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,total_mr,47,55,61,8,6,17.0213,10.9091
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,ms,2,9,15,7,6,350,66.6667
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,main_attack_dps,6741.7688,7426.5136,8079.1547,684.7448,652.6411,10.1568,8.788
ubg-collapse-collapse-fallen-upperscream-standard-1,warrior,Collapse,Fallen,family_spell_sustained,spell_display_avg_max,26035.9377,29951.2133,33950.9726,3915.2756,3999.7593,15.038,13.3542
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,ehp,26179.0053,26179.0053,26179.0053,0,0,0,0
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,ehp_no_agi,25388.391,25388.391,25388.391,0,0,0,0
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,hpr,0,0,0,0,0,,
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,ls,-324,-276,-227,48,49,-14.8148,-17.7536
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,total_mr,0,3,5,3,2,,66.6667
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,ms,-19,-16,-13,3,3,-15.7895,-18.75
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,main_attack_dps,1720.6578,1842.2776,1956.8252,121.6198,114.5476,7.0682,6.2177
ubg-convergence-convergence-fallen-upperbash-standard-1,warrior,Convergence,Fallen,family_spell_sustained,spell_display_avg_max,33160.6115,35527.3022,37802.9358,2366.6907,2275.6336,7.1371,6.4053
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,ehp,29249.2719,29249.2719,29249.2719,0,0,0,0
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,ehp_no_agi,14190.9258,14190.9258,14190.9258,0,0,0,0
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,hpr,269.5,283.5,294,14,10.5,5.1948,3.7037
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,ls,0,0,0,0,0,,
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,total_mr,-21,-18,-15,3,3,-14.2857,-16.6667
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,ms,19,20,21,1,1,5.2632,5
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,main_attack_dps,1111.9235,1355.7751,1598.6379,243.8516,242.8628,21.9306,17.9132
ubg-forsaken-forsaken-fallen-upperscream-standard-1,warrior,Forsaken,Fallen,family_spell_sustained,spell_display_avg_max,30343.8754,33655.6439,36780.3068,3311.7685,3124.6629,10.9141,9.2842
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,ehp,25955.9492,27135.0504,28314.1517,1179.1012,1179.1013,4.5427,4.3453
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,ehp_no_agi,8692.863,9087.7538,9482.6447,394.8908,394.8909,4.5427,4.3453
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,hpr,0,0,0,0,0,,
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,ls,0,0,0,0,0,,
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,total_mr,19,20,21,1,1,5.2632,5
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,ms,8,11,13,3,2,37.5,18.1818
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,main_attack_dps,4910.022,5771.8078,6633.5937,861.7858,861.7859,17.5516,14.931
ubg-hero-hero-fallen-upperscream-non-crafted-1,warrior,Hero,Fallen,family_spell_sustained,spell_display_avg_max,22747.9712,24486.34,26262.0752,1738.3688,1775.7352,7.6419,7.2519
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,ehp,34632.7941,34632.7941,34632.7941,0,0,0,0
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,ehp_no_agi,33858.4121,33858.4121,33858.4121,0,0,0,0
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,hpr,1141,1497,1853,356,356,31.2007,23.7809
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,ls,-250,-212,-175,38,37,-15.2,-17.4528
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,total_mr,89,106,121,17,15,19.1011,14.1509
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,ms,0,0,0,0,0,,
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,main_attack_dps,1003.3284,1122.8628,1244.2208,119.5344,121.358,11.9138,10.8079
ubg-idol-idol-surf-lootrun-3,warrior,Idol,,family_spellsteal,spell_display_avg_max,15631.5826,18015.0325,20636.9473,2383.4499,2621.9148,15.2477,14.554
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,ehp,15512.7995,16490.4502,17469.9526,977.6507,979.5024,6.3022,5.9398
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,ehp_no_agi,13904.4516,14780.7408,15658.6895,876.2892,877.9487,6.3022,5.9398
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,hpr,0,0,0,0,0,,
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,ls,-324,-276,-227,48,49,-14.8148,-17.7536
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,total_mr,12,21,29,9,8,75,38.0952
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,ms,-9,-6,-3,3,3,-33.3333,-50
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,main_attack_dps,2268.8757,2578.0778,2875.0577,309.2021,296.9799,13.628,11.5194
ubg-restitution-restitution-fallen-upperscream-non-crafted-1,warrior,Restitution,Fallen,family_spell_sustained,spell_display_avg_max,37006.66,41466.372,45506.1247,4459.712,4039.7527,12.0511,9.7422
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,ehp,10835,10835,10835,0,0,0,0
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,ehp_no_agi,10835,10835,10835,0,0,0,0
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,hpr,0,0,0,0,0,,
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,ls,-324,-276,-227,48,49,-14.8148,-17.7536
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,total_mr,-9,-3,1,6,4,-66.6667,-133.3333
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,ms,-1,3,6,4,3,-400,100
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,main_attack_dps,2206.7494,2375.3354,2526.4816,168.586,151.1462,7.6396,6.3632
ubg-thrundacrack-thrundacrack-fallen-bash-cut-non-crafted-1,warrior,Thrundacrack,Fallen,family_spell_sustained,spell_display_avg_max,50260.4135,55220.3616,60054.7823,4959.9481,4834.4207,9.8685,8.7548
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,ehp,34482.1232,34482.1232,34482.1232,0,0,0,0
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,ehp_no_agi,33701.9413,33701.9413,33701.9413,0,0,0,0
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,hpr,226,461,696,235,235,103.9823,50.9761
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,ls,-250,-212,-175,38,37,-15.2,-17.4528
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,total_mr,56,63,68,7,5,12.5,7.9365
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,ms,12,12,12,0,0,0,0
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,main_attack_dps,0,1.9856,339.8206,1.9856,337.835,,17014.2526
ubg-trikaya-trikaya-battlemonk-standard-1,warrior,Trikaya,Battle Monk,family_unclassified,spell_display_avg_max,17369.9777,20568.9231,23842.7751,3198.9454,3273.852,18.4165,15.9165
